web-scraper-order,web-scraper-start-url,店铺名称,详情页,详情页-href,店铺评分,人均消费,点评数,店铺地址,店铺电话,营业时间,配套服务,店铺菜系,点评标签,推荐菜1,推荐菜2,推荐菜3
"1590849985-665","https://gz.meituan.com/meishi/pn22/","小小熊薯吧（时尚天河商业广场店）","小小熊薯吧（时尚天河商业广场店）4分526条评论天河区天河路299号时尚天河商业广场东区东二街B1层人均￥18","https://www.meituan.com/meishi/41220830/","4分","18","526","地址：天河区天河路299号时尚天河商业广场东区东二街B1层","15917362443/13544522599","营业时间：周一至周日 10:00-22:00","提供wifi","广州小吃快餐","服务热情(55)味道赞(49)饮品赞(30)菜品精致(23)回头客(16)上菜快(9)交通便利(4)现做现卖(3)到店自提(1)分量少(7)","小熊薯饼","小熊冰咖啡","超级薯条"
"1590849820-648","https://gz.meituan.com/meishi/pn24/","保利假日酒店月色西餐","保利假日酒店月色西餐4.1分900条评论黄埔区揽月路99号人均￥134","https://www.meituan.com/meishi/4054674/","4.1分","134","900","地址：黄埔区揽月路99号","020-28209815","营业时间：周一至周日 06:30-10:00 17:30-21:30","提供wifi停车位","广州自助餐","点心好(35)高大上(31)回头客(28)肉类好(19)不用排队(11)海鲜棒(5)到店自提(5)朋友聚餐(5)家庭聚餐(3)公司聚餐(3)","哈根达斯冰淇淋","炭烤生蚝","烤挪威三文鱼配甜椒汁"
"1590851634-838","https://gz.meituan.com/meishi/pn9/","祺记传统云吞面（员村店）","祺记传统云吞面（员村店）4.2分5740条评论天河区员村二横路员村新村56号（员村新村居委会旁、近都市广场）人均￥10","https://www.meituan.com/meishi/5036898/","4.2分","10","5740","地址：天河区员村二横路员村新村56号（员村新村居委会旁、近都市广场）","13316189586","营业时间：周一至周日 07:00-21:00","提供wifi","广州小吃快餐","回头客(378)上菜快(196)菜品精致(94)肉类好(57)不用排队(26)到店自提(14)弄堂小店(14)朋友聚餐(4)店内消毒(1)主食差(26)","云吞面","鲜虾蟹子云吞","炸酱捞面"
"1590848623-522","https://gz.meituan.com/meishi/pn33/","秦晋美食","秦晋美食4.7分1422条评论南沙区亿裕街26号（南沙大众门诊后门旁）人均￥11","https://www.meituan.com/meishi/41162546/","4.7分","11","1422","地址：南沙区亿裕街26号（南沙大众门诊后门旁）","15625089951","营业时间：周一至周日 10:00-22:00","停车位","南沙小吃快餐","味道赞(338)回头客(120)肉类好(95)菜品精致(74)分量足(67)上菜快(66)不用排队(10)主食赞(3)到店自提(6)朋友聚餐(3)","凉皮","秘制肉夹馍","三合一拌菠菜面"
"1590845891-229","https://gz.meituan.com/meishi/pn52/","岭南土鸡村（体育西横街店）","岭南土鸡村（体育西横街店）5分2023条评论天河区体育西路育蕾三街80之二号（工商银行对面）人均￥49","https://www.meituan.com/meishi/2524713/","5分","49","2023","地址：天河区体育西路育蕾三街80之二号（工商银行对面）","020-85599931","营业时间：周一至周日 11:00-24:00","提供wifi","广州粤港菜","回头客(125)上菜快(109)肉类好(94)菜品精致(86)不用排队(11)朋友聚餐(11)深夜食堂(7)到店自提(3)公司聚餐(3)店内消毒(2)","冬瓜","猪肚煲鸡","会喷火的火焰醉鹅"
"1590851699-845","https://gz.meituan.com/meishi/pn9/","幸福西饼生日蛋糕（南湾店）","幸福西饼生日蛋糕（南湾店）4.8分527条评论黄埔区南湾西街1号一、二层107、108人均￥78","https://www.meituan.com/meishi/178038934/","4.8分","78","527","地址：黄埔区南湾西街1号一、二层107、108","020-82516072","营业时间：周一至周日 09:00-23:00","null","广州生日蛋糕","味道赞(96)服务热情(61)点心好(58)价格实惠(39)回头客(38)上菜快(17)菜品精致(16)分量足(14)到店自提(1)店内消毒(1)","幸福西饼捐赠助力","下午茶：花镜","四重奏蛋糕"
"1590852096-887","https://gz.meituan.com/meishi/pn6/","起滋源麻辣香锅（花城汇店）","起滋源麻辣香锅（花城汇店）4.1分2836条评论天河区花城大道89号（东花城汇南区B1层）人均￥33","https://www.meituan.com/meishi/5064888/","4.1分","33","2836","地址：天河区花城大道89号（东花城汇南区B1层）","13316037218","营业时间：周六,周日 11:00-21:00  周一,周五 13:00-21:00","提供wifi","广州香锅烤鱼","菜品精致(236)上菜快(189)回头客(97)交通便利(24)不用排队(17)牛肉赞(4)到店自提(14)朋友聚餐(13)闺蜜聚会(4)工作餐(3)","金针菇","肥牛","香锅"
"1590850693-740","https://gz.meituan.com/meishi/pn17/","喜叶烘焙生日蛋糕（富豪山庄店）","喜叶烘焙生日蛋糕（富豪山庄店）5分21条评论番禺区东环街兴学路82号人均￥120","https://www.meituan.com/meishi/1318003333/","5分","120","21","地址：番禺区东环街兴学路82号","15913145912","营业时间：周一至周日 08:30-23:00","null","广州生日蛋糕","点心好(11)味道赞(9)服务热情(7)价格实惠(4)清新淡雅(4)","美国队长蜘蛛侠","榴芒双拼","榴莲"
"1590849888-655","https://gz.meituan.com/meishi/pn23/","釜山海鸥韩国料理（远景路店）","釜山海鸥韩国料理（远景路店）3.8分3980条评论白云区远景路152-156号（机场路近远景路60米处万方园）人均￥65","https://www.meituan.com/meishi/655419/","3.8分","65","3980","地址：白云区远景路152-156号（机场路近远景路60米处万方园）","020-28986230","营业时间：周一至周日 10:00-22:00","提供wifi停车位","广州日韩料理","味道赞(300)上菜快(170)分量足(138)回头客(109)肉类好(64)不用排队(14)主食赞(11)交通便利(7)朋友聚餐(9)到店自提(8)","五花肉","炒年糕","南瓜粥"
"1590844287-93","https://gz.meituan.com/meishi/pn61/","争鲜回转寿司（江南新地店）","争鲜回转寿司（江南新地店）3.9分1161条评论海珠区江南西路46号江南新地商业街A12a铺（地铁站江南西A出口）人均￥41","https://www.meituan.com/meishi/6727000/","3.9分","41","1161","地址：海珠区江南西路46号江南新地商业街A12a铺（地铁站江南西A出口）","020-34400520","营业时间：周一至周日 11:00-21:30","提供wifi","广州日本菜","味道赞(93)肉类好(46)回头客(30)交通便利(21)不用排队(4)到店自提(14)下午茶(3)分量少(47)上菜慢(23)主食差(4)","三文鱼","三文鱼寿司","北极贝"
"1590851625-837","https://gz.meituan.com/meishi/pn9/","元握寿司（石基店）","元握寿司（石基店）4.2分2091条评论番禺区石基龙基花园8座人均￥31","https://www.meituan.com/meishi/40842111/","4.2分","31","2091","地址：番禺区石基龙基花园8座","18820771184","营业时间：周一至周日 11:00-22:00","提供wifi停车位","广州日本菜","回头客(86)不用排队(20)停车方便(3)到店自提(31)现做现卖(21)朋友聚餐(8)下午茶(5)上菜慢(135)肉类差(16)主食差(4)","火炎蟹棒寿司","芒果片寿司","火炎三文鱼寿司"
"1590847055-354","https://gz.meituan.com/meishi/pn44/","璞园香约椰子鸡（机场路店）","璞园香约椰子鸡（机场路店）5分2321条评论白云区机场路91号润景广场103号（民航学院入口处地铁飞翔公园旁）人均￥83","https://www.meituan.com/meishi/4036340/","null","null","null","null","null","null","null","null","null","null","null","null"
"1590851556-830","https://gz.meituan.com/meishi/pn10/","非常堡炸鸡汉堡","非常堡炸鸡汉堡3.9分2284条评论番禺区富石路105新地娱乐美食购物广场2楼人均￥15","https://www.meituan.com/meishi/6060083/","3.9分","15","2284","地址：番禺区富石路105新地娱乐美食购物广场2楼","020-39204450/13535341433","营业时间：周一至周日 10:00-01:00","提供wifi","广州西餐","菜品精致(125)上菜快(99)回头客(97)不用排队(43)肉类好(25)到店自提(35)现做现卖(13)下午茶(3)深夜食堂(3)朋友聚餐(3)","薯条","南瓜饼","鸡肉汉堡"
"1590848994-561","https://gz.meituan.com/meishi/pn30/","茗糕香蛋糕","茗糕香蛋糕4.4分655条评论海珠区西华街15号（近沙园地铁站c出口）人均￥59","https://www.meituan.com/meishi/61401149/","4.4分","59","655","地址：海珠区西华街15号（近沙园地铁站c出口）","13380042166/18027440535","营业时间：周一至周日 08:00-23:30","提供wifi","广州生日蛋糕","点心好(134)服务热情(131)味道赞(98)价格实惠(46)性价比高(45)分量足(30)回头客(22)菜品精致(20)上菜快(11)装修好看(13)","情人蛋糕水果夹心U款","小猪佩奇生日蛋糕","新鲜芒果千层"
"1590847358-389","https://gz.meituan.com/meishi/pn41/","一哥酸菜鱼（棠下店）","一哥酸菜鱼（棠下店）3.7分693条评论天河区棠下街道棠下南闸大街10号（棠下福善牌坊直走50米左拐即是，治保会正对面，麦当劳一侧）人均￥38","https://www.meituan.com/meishi/60757703/","3.7分","38","693","地址：天河区棠下街道棠下南闸大街10号（棠下福善牌坊直走50米左拐即是，治保会正对面，麦当劳一侧）","13724880852","营业时间：周一至周日 10:00-00:00","提供wifi停车位","广州川湘菜","菜品精致(116)分量足(48)回头客(24)肉类好(11)海鲜棒(9)不用排队(4)弄堂小店(8)到店自提(5)朋友聚餐(3)上菜慢(56)","酸菜鱼","烤鱼套餐","凉拌海带"
"1590844584-124","https://gz.meituan.com/meishi/pn59/","农家大钵菜（科新路店）","农家大钵菜（科新路店）4.7分670条评论天河区科新路18号吉旅宾馆副楼2楼（骏景花园西门斜对面、在7天酒店骏景店旁边）人均￥58","https://www.meituan.com/meishi/624238/","4.7分","58","670","地址：天河区科新路18号吉旅宾馆副楼2楼（骏景花园西门斜对面、在7天酒店骏景店旁边）","020-22832669","营业时间：周一至周日 09:00-21:30","提供wifi停车位","广州川湘菜","味道赞(37)性价比高(27)菜品精致(20)价格实惠(14)回头客(6)肉类好(6)朋友聚餐(3)到店自提(1)分量少(14)上菜慢(10)","血鸭","东安鸡","香煎禾花鱼"
"1590845127-149","https://gz.meituan.com/meishi/pn58/","明记猪肚鸡","明记猪肚鸡3.8分288条评论花都区云山大道19号之四人均￥49","https://www.meituan.com/meishi/1719125/","3.8分","49","288","地址：花都区云山大道19号之四","13719408771/13725140082","营业时间：周一至周日 09:00-14:30 16:00-22:00","提供wifi","广州火锅","味道赞(53)性价比高(24)价格实惠(23)上菜快(19)分量足(17)菜品精致(16)回头客(10)肉类好(8)交通便利(3)到店自提(2)","胡椒猪肚包老母鸡","猪肚煲鸡","牛柏叶"
"1590847995-456","https://gz.meituan.com/meishi/pn37/","旺角港式茶餐厅","旺角港式茶餐厅4.5分2651条评论番禺区石基镇市莲路汉基广场内（龙湾酒店对面）人均￥29","https://www.meituan.com/meishi/6655037/","4.5分","29","2651","地址：番禺区石基镇市莲路汉基广场内（龙湾酒店对面）","020-39966839","营业时间：周一至周日 10:00-22:00","提供wifi停车位","广州粤港菜","回头客(144)上菜快(75)肉类好(24)停车方便(23)主食赞(18)不用排队(9)海鲜棒(3)下午茶(33)到店自提(9)朋友聚餐(4)","鸡煲","港式奶茶","招牌水煮鱼"
"1590843843-46","https://gz.meituan.com/meishi/pn64/","阿里阿多（太子步行街店）","阿里阿多（太子步行街店）4.6分837条评论花都区太子步行街13幢103号铺人均￥8","https://www.meituan.com/meishi/52556566/","4.6分","8","837","地址：花都区太子步行街13幢103号铺","13610096728","营业时间：周一至周日 10:00-22:00","提供wifi","广州饮品店","性价比高(71)味道赞(47)价格实惠(42)饮品赞(41)回头客(26)分量足(22)上菜快(12)菜品精致(9)不用排队(4)到店自提(1)","珍珠奶茶","千层榴莲糕","柠檬百香果汁"
"1590851546-829","https://gz.meituan.com/meishi/pn10/","林小媛手工健康甜品（大石店）","林小媛手工健康甜品（大石店）3.7分1301条评论番禺区大石街朝阳西路大发大厦108铺（大石城斜对面）人均￥24","https://www.meituan.com/meishi/40040537/","3.7分","24","1301","地址：番禺区大石街朝阳西路大发大厦108铺（大石城斜对面）","020-34783362","营业时间：周一至周日 11:00-02:00","提供wifi","广州面包甜点","菜品精致(100)回头客(68)饮品赞(43)上菜快(40)不用排队(16)交通便利(9)朋友聚餐(12)到店自提(7)文艺清新(3)店内消毒(1)","芒果水果牛奶绵绵冰","红豆芋圆抹茶绵绵冰","超级绵绵冰"
"1590846684-312","https://gz.meituan.com/meishi/pn47/","爱味道牛排（万达店）","爱味道牛排（万达店）5分4993条评论黄埔区萝岗区科丰路89号3013房（萝岗万达3楼）人均￥88","https://www.meituan.com/meishi/50821172/","5分","88","4993","地址：黄埔区萝岗区科丰路89号3013房（萝岗万达3楼）","020-29031268","营业时间：周一至周日 10:30-21:30","提供wifi","广州西餐","牛肉赞(783)上菜快(380)回头客(349)不用排队(20)高大上(14)海鲜棒(9)停车方便(3)朋友聚餐(12)家庭聚餐(9)到店自提(3)","爱味道厚三角尾牛排","西冷牛排","雪花牛小排"
"1590848140-471","https://gz.meituan.com/meishi/pn36/","恒信客家王（华泰分店）","恒信客家王（华泰分店）4分1292条评论越秀区先烈南路23号翠园楼首层人均￥62","https://www.meituan.com/meishi/3313218/","4分","62","1292","地址：越秀区先烈南路23号翠园楼首层","020-37611376","营业时间：周一至周日 11:00-13:30 17:00-20:30","提供wifi停车位","广州台湾/客家菜","味道赞(304)上菜快(131)回头客(58)肉类好(20)停车方便(19)交通便利(18)不用排队(12)到店自提(3)性价比低(83)分量少(74)","客家酿豆腐","乡下土猪汤","金牌手撕盐焗鸡"
"1590850841-755","https://gz.meituan.com/meishi/pn16/","get holiday 夹脚鞋与鱼子酱","get holiday 夹脚鞋与鱼子酱4分13条评论天河区天河北路86号光华大厦底商人均￥216","https://www.meituan.com/meishi/179472992/","4分","216","13","地址：天河区天河北路86号光华大厦底商","13480277688","营业时间：周一至周日 11:00-23:30","提供wifi停车位","广州西餐","服务热情(4)环境很好(3)","超级虾，牛油煎","美国黑安格斯西冷牛扒","樱花虾薯条"
"1590844314-96","https://gz.meituan.com/meishi/pn61/","星豪客牛排西餐厅","星豪客牛排西餐厅4.1分2824条评论花都区狮岭镇教育东路2号星豪客牛排西餐厅二楼，三楼（友田城家宜多百货超市对面）人均￥45","https://www.meituan.com/meishi/4803482/","4.1分","45","2824","地址：花都区狮岭镇教育东路2号星豪客牛排西餐厅二楼，三楼（友田城家宜多百货超市对面）","020-86922611","营业时间：周一至周日 11:30-23:00","提供wifi","广州西餐","牛肉赞(196)回头客(158)上菜快(152)不用排队(19)朋友聚餐(26)闺蜜聚会(6)家庭聚餐(5)到店自提(3)店内消毒(1)分量少(45)","经典菲力牛排","黑胡椒经典传世牛排","玉米浓汤"
"1590847395-393","https://gz.meituan.com/meishi/pn41/","豫江南（龙洞一店）","豫江南（龙洞一店）5分2234条评论天河区龙洞美食广场（近龙洞公交站，面向华润商场麦当劳左边停车场出入口右拐20米即可）人均￥49","https://www.meituan.com/meishi/627151/","5分","49","2234","地址：天河区龙洞美食广场（近龙洞公交站，面向华润商场麦当劳左边停车场出入口右拐20米即可）","020-87029325","营业时间：周一至周日 10:00-22:00","提供wifi","广州川湘菜","上菜快(164)菜品精致(144)回头客(112)肉类好(75)不用排队(12)海鲜棒(11)停车方便(4)朋友聚餐(14)到店自提(6)请客(3)","无刺酸菜鱼","羊城豫见荔枝肉","干锅手撕包菜"
"1590850247-693","https://gz.meituan.com/meishi/pn21/","味触动麻辣香锅","味触动麻辣香锅3.4分1356条评论黄埔区黄埔东路2889号领好广场负一楼人均￥41","https://www.meituan.com/meishi/4932392/","3.4分","41","1356","地址：黄埔区黄埔东路2889号领好广场负一楼","020-29115277","营业时间：周一至周日 10:00-21:00","提供wifi","广州香锅烤鱼","上菜快(89)回头客(86)不用排队(14)海鲜棒(3)到店自提(5)朋友聚餐(3)性价比低(105)分量少(50)肉类差(14)主食差(10)","培根","麻辣螃蟹","青菜"
"1590845787-219","https://gz.meituan.com/meishi/pn53/","佳客来牛扒（荔城镇店）","佳客来牛扒（荔城镇店）3.6分2700条评论增城市荔城镇光明西路2号（富盈酒店对面）人均￥50","https://www.meituan.com/meishi/1719886/","3.6分","50","2700","地址：增城市荔城镇光明西路2号（富盈酒店对面）","020-82748777","营业时间：周一至周日 10:00-22:00","提供wifi","广州西餐","味道赞(350)牛肉赞(137)回头客(114)上菜快(110)点心好(53)不用排队(26)交通便利(10)朋友聚餐(9)家庭聚餐(3)分量少(53)","西冷经典牛排","美国火焰牛排","脆味薯条"
"1590850629-733","https://gz.meituan.com/meishi/pn17/","珍之堡汉堡（榄核店）","珍之堡汉堡（榄核店）4.2分897条评论南沙区榄核镇民生路142号综合楼136室人均￥15","https://www.meituan.com/meishi/6078544/","4.2分","15","897","地址：南沙区榄核镇民生路142号综合楼136室","18819326996","营业时间：周一至周日 10:00-23:30","提供wifi停车位","南沙西餐","味道赞(124)上菜快(60)回头客(44)肉类好(39)菜品不错(15)不用排队(13)交通便利(8)现做现卖(13)到店自提(9)分量少(7)","老北京鸡肉卷","香辣鸡翅","金牌童子鸡"
"1590848469-506","https://gz.meituan.com/meishi/pn34/","江南果道·轻奢西餐（江南西一店）","江南果道·轻奢西餐（江南西一店）4分14289条评论海珠区江南西路50号（江南西A出口附近,新天地H出口附近50米）人均￥55","https://www.meituan.com/meishi/47865/","4分","55","14289","地址：海珠区江南西路50号（江南西A出口附近,新天地H出口附近50米）","020-34157973","营业时间：周一至周日 11:00-21:00","提供wifi","广州西餐","回头客(735)上菜快(734)不用排队(104)到店自提(227)朋友聚餐(46)下午茶(43)闺蜜聚会(24)文艺清新(11)现做现卖(10)店内消毒(1)","招牌榴莲蛋","拼拼芝士蛋糕","大杂扒"
"1590850534-723","https://gz.meituan.com/meishi/pn18/","蜀湘楼","蜀湘楼4.5分438条评论天河区长兴路长湴综合市场52号（乐意居小区或长湴市场公交站附近）人均￥37","https://www.meituan.com/meishi/3314409/","4.5分","37","438","地址：天河区长兴路长湴综合市场52号（乐意居小区或长湴市场公交站附近）","15399841286","营业时间：周一至周日 11:30-14:00 16:30-22:00","提供wifi","广州川湘菜","服务热情(111)味道赞(106)菜品精致(57)性价比高(56)分量足(31)回头客(22)肉类好(20)海鲜棒(10)朋友聚餐(3)上菜慢(16)","香辣味烤鱼","干锅带皮黄牛肉","干锅鱼杂"
"1590848927-554","https://gz.meituan.com/meishi/pn30/","Hoppo Cafe","Hoppo Cafe4分2条评论越秀区中山三路33号中华广场10楼人均￥62","https://www.meituan.com/meishi/1284353994/","4分","62","2","地址：越秀区中山三路33号中华广场10楼","020-83883680/020-83883686","营业时间：周一至周日 10:00-21:00","提供wifi停车位","广州饮品店","null","玫瑰仙人掌茶","黑松露焦糖香蕉窝夫配雪糕","香蒜辣虾意粉"
"1590848955-557","https://gz.meituan.com/meishi/pn30/","Coffeelin","Coffeelin4分越秀区广州越秀区中山四路395号人均￥35","https://www.meituan.com/meishi/185918965/","4分","35","null","地址：越秀区广州越秀区中山四路395号","18620857959","营业时间：周一至周日 10:30-20:00","提供wifi停车位","广州饮品店","null","开心果雪糕","Dirty","桂花"
"1590844342-99","https://gz.meituan.com/meishi/pn61/","传味·潮溪牛肉店（南沙裕兴总店）","传味·潮溪牛肉店（南沙裕兴总店）4.5分578条评论南沙区广州市南沙区裕乐街81号铺人均￥45","https://www.meituan.com/meishi/62344473/","4.5分","45","578","地址：南沙区广州市南沙区裕乐街81号铺","020-39393239","营业时间：周一至周日 11:00-04:00","提供wifi停车位","南沙火锅","味道赞(88)服务热情(51)牛肉赞(48)价格实惠(37)性价比高(33)回头客(20)上菜快(16)不用排队(4)菜品卖相不佳(47)分量少(51)","牛肉丸","牛丸粿条","鲜肥牛"
"1590852368-915","https://gz.meituan.com/meishi/pn4/","宫廷贡茶（黄村好邻居店）","宫廷贡茶（黄村好邻居店）4.2分556条评论天河区黄村街道黄村大道5号好邻居购物广场侧门口人均￥15","https://www.meituan.com/meishi/51399028/","4.2分","15","556","地址：天河区黄村街道黄村大道5号好邻居购物广场侧门口","020-82303781","营业时间：周一至周日 10:30-22:00","提供wifi","广州饮品店","服务热情(127)味道赞(77)饮品赞(33)回头客(26)性价比高(25)价格实惠(19)菜品精致(18)上菜快(10)不用排队(6)到店自提(2)","珍珠奶茶","相思豆奶茶","奶盖格雷茶"
"1590852757-955","https://gz.meituan.com/meishi/pn1/","丽港茶餐厅","丽港茶餐厅4.1分2996条评论番禺区桥兴大道213号（连城商行右行20米）人均￥25","https://www.meituan.com/meishi/5150197/","4.1分","25","2996","地址：番禺区桥兴大道213号（连城商行右行20米）","13725459636","营业时间：周一至周日 10:00-22:00  2020-02-29至2020-03-29 休息","提供wifi","广州粤港菜","上菜快(172)交通便利(143)回头客(127)不用排队(12)海鲜棒(6)下午茶(24)朋友聚餐(11)到店自提(10)文艺清新(3)工作餐(3)","港式奶茶","海皇炒饭","肉酱绘意粉"
"1590851768-852","https://gz.meituan.com/meishi/pn8/","渔寿司","渔寿司4.3分878条评论白云区广州大道北路圣地南路东兴二街13-39号01房（乐购超市后面 农贸市场大门北行10米）人均￥28","https://www.meituan.com/meishi/6228952/","4.3分","28","878","地址：白云区广州大道北路圣地南路东兴二街13-39号01房（乐购超市后面 农贸市场大门北行10米）","13929523635","营业时间：周一至周日 11:00-14:30 17:00-21:30","提供wifi停车位","广州日本菜","回头客(50)菜品精致(40)肉类好(24)不用排队(7)现做现卖(14)到店自提(8)朋友聚餐(4)闺蜜聚会(4)分量少(55)上菜慢(32)","三文鱼刺身大满足","烧蟹肉寿司","北海道蟹棒"
"1590845222-159","https://gz.meituan.com/meishi/pn57/","Dates蒂斯餐厅","Dates蒂斯餐厅3.9分404条评论天河区黄埔大道中300号（润都酒店大堂内）人均￥73","https://www.meituan.com/meishi/635329/","3.9分","73","404","地址：天河区黄埔大道中300号（润都酒店大堂内）","020-85538388/13302494496","营业时间：周一至周日 10:00-23:30","提供wifi停车位","广州西餐","味道赞(44)菜品精致(22)上菜快(14)饮品赞(11)回头客(7)不用排队(4)牛肉赞(4)交通便利(3)下午茶(7)分量少(14)","炭烧澳洲西冷扒","巧克力慕斯","南瓜海鲜汤"
"1590844476-113","https://gz.meituan.com/meishi/pn60/","二哥仔美食城","二哥仔美食城4分187条评论白云区江同路141号（工商银行斜对面）人均￥38","https://www.meituan.com/meishi/42627135/","4分","38","187","地址：白云区江同路141号（工商银行斜对面）","020-36080246","营业时间：周一至周日 07:00-14:30 17:00-21:30","提供wifi","广州粤港菜","味道赞(39)菜品精致(33)服务热情(25)性价比高(22)分量足(20)上菜快(19)点心好(5)不用排队(3)回头客(3)到店自提(3)","招牌酸菜鱼","酱皇豉汁蒸凤爪","紫薯榴莲薄饼"
"1590845299-167","https://gz.meituan.com/meishi/pn56/","秦氏渝合·重庆牛油火锅（员村店）","秦氏渝合·重庆牛油火锅（员村店）5分4926条评论天河区员村二横路程介市场二楼B铺人均￥59","https://www.meituan.com/meishi/61293723/","5分","59","4926","地址：天河区员村二横路程介市场二楼B铺","020-38668335/18028558035","营业时间：周一至周日 10:30-01:30","提供wifi停车位","广州火锅","回头客(723)上菜快(660)不用排队(19)海鲜棒(7)有表演(5)停车免费(4)朋友聚餐(16)闺蜜聚会(5)店内消毒(4)到店自提(3)","鲜毛肚","现炸酥肉","麻辣牛肉"
"1590845268-164","https://gz.meituan.com/meishi/pn57/","蒙自源过桥米线（白云万达店）","蒙自源过桥米线（白云万达店）3.8分3194条评论白云区云城东路501号万达广场北中厅3层人均￥26","https://www.meituan.com/meishi/650850/","3.8分","26","3194","地址：白云区云城东路501号万达广场北中厅3层","020-87426589","营业时间：周一至周日 10:00-22:00","null","广州小吃快餐","分量足(148)菜品精致(147)回头客(100)主食赞(81)不用排队(15)牛肉赞(12)到店自提(4)家庭聚餐(4)朋友聚餐(3)上菜慢(130)","番茄牛肉过桥米线","傣味酸汤米线","回味素串串"
"1590847794-435","https://gz.meituan.com/meishi/pn38/","蒙自源过桥米线（云山大道店）","蒙自源过桥米线（云山大道店）3.5分2954条评论花都区云山大道22号（华润万家斜对面）人均￥25","https://www.meituan.com/meishi/42421678/","3.5分","25","2954","地址：花都区云山大道22号（华润万家斜对面）","020-36975050/13805089477","营业时间：周一至周日 09:00-21:00","提供wifi","广州小吃快餐","上菜快(267)回头客(109)菜品精致(90)主食赞(66)不用排队(61)朋友聚餐(21)文艺清新(19)到店自提(12)家庭聚餐(3)店内消毒(1)","番茄肥牛米线","状元过桥米线","云南过桥米线"
"1590850165-684","https://gz.meituan.com/meishi/pn21/","Myhome寿司饮品","Myhome寿司饮品4.2分1497条评论从化市新城东路80-7号（区政府对面）人均￥26","https://www.meituan.com/meishi/42188074/","4.2分","26","1497","地址：从化市新城东路80-7号（区政府对面）","13602413529","营业时间：周一至周五 11:00-14:00 16:00-21:00  周六,周日 10:30-21:00","提供wifi停车位","从化日本菜","回头客(81)菜品精致(34)不用排队(12)到店自提(18)现做现卖(13)弄堂小店(5)朋友聚餐(3)上菜慢(127)分量少(106)饮品差(4)","肉松樱花卷","芝麻八爪鱼寿司","蟹子樱花卷"
"1590849955-662","https://gz.meituan.com/meishi/pn23/","大长今（曙光路店）","大长今（曙光路店）3.5分2013条评论花都区新华街曙光大道与宝华路交界处的田美商业大厦嘉尔登大酒店A座首层A30铺位人均￥52","https://www.meituan.com/meishi/2382795/","3.5分","52","2013","地址：花都区新华街曙光大道与宝华路交界处的田美商业大厦嘉尔登大酒店A座首层A30铺位","020-36832381","营业时间：周一至周日 11:00-22:00","提供wifi停车位","广州烧烤烤串","上菜快(81)肉类好(68)回头客(58)主食赞(30)不用排队(13)交通便利(6)海鲜棒(4)到店自提(13)朋友聚餐(5)分量少(117)","米酒","炒年糕","石锅牛肉拌饭"
"1590845167-153","https://gz.meituan.com/meishi/pn57/","重庆烤鱼（蓝田路店）","重庆烤鱼（蓝田路店）4.3分1239条评论从化市街口街蓝田西路61号（硕思教育旁）人均￥32","https://www.meituan.com/meishi/42754353/","4.3分","32","1239","地址：从化市街口街蓝田西路61号（硕思教育旁）","18318066336","营业时间：周一至周日 17:00-23:00","停车位","从化香锅烤鱼","菜品精致(87)上菜快(76)回头客(73)分量足(52)肉类好(20)不用排队(16)点心好(6)停车方便(4)到店自提(4)深夜食堂(3)","烤鱼","酸菜鱼","豆芽"
"1590851310-804","https://gz.meituan.com/meishi/pn12/","友約在鮮·港式邊爐","友約在鮮·港式邊爐5分6条评论越秀区环市东路412号远洋宾馆一层二铺人均￥154","https://www.meituan.com/meishi/186514017/","5分","154","6","地址：越秀区环市东路412号远洋宾馆一层二铺","17620853394","营业时间：周一至周日 11:00-15:00 17:00-02:00","提供wifi停车位","广州火锅","null","金牌走地玉米鸡花胶鸡汤","港式火锅","极品5A和牛厚切牛肉片"
"1590844126-76","https://gz.meituan.com/meishi/pn62/","牛坤牛肉火锅城","牛坤牛肉火锅城4.3分463条评论天河区东方一路30号101铺（华港花园门口）人均￥58","https://www.meituan.com/meishi/6216409/","4.3分","58","463","地址：天河区东方一路30号101铺（华港花园门口）","020-85551370","营业时间：周一至周日 11:00-03:00","提供wifi停车位","广州火锅","味道赞(107)性价比高(45)牛肉赞(40)回头客(29)价格实惠(25)饮品赞(7)交通便利(3)到店自提(2)分量少(37)上菜慢(7)","牛筋丸","吊龙牛肉","肥牛"
"1590844458-111","https://gz.meituan.com/meishi/pn60/","老廣食堂（区庄店）","老廣食堂（区庄店）4.6分580条评论越秀区先烈中路73号之一（新大新百货公司正后门）人均￥57","https://www.meituan.com/meishi/627478/","4.6分","57","580","地址：越秀区先烈中路73号之一（新大新百货公司正后门）","020-87001137","营业时间：周一至周日 07:00-14:00 17:00-21:00","提供wifi停车位","广州粤港菜","味道赞(74)菜品精致(53)性价比高(43)分量足(41)价格实惠(22)上菜快(9)回头客(9)肉类好(6)交通便利(3)到店自提(6)","招牌豉油鸡","老广炒牛河","香脆明虾红米肠"
